BondIDType,BondID,Price,Spread
CUSIP,912828YU8,100-302,0-00+
CUSIP,91282CAY7,100-302,0-00+
CUSIP,91282CDJ7,100-302,0-00+
CUSIP,91282CFY2,100-302,0-00+
CUSIP,91282CLW9,100-302,0-00+
CUSIP,912810RJ9,100-303,0-002
CUSIP,912810UE6,100-303,0-002
CUSIP,912828YU8,100-303,0-002
CUSIP,91282CAY7,100-303,0-002
CUSIP,91282CDJ7,100-303,0-002
CUSIP,91282CFY2,100-303,0-002
CUSIP,91282CLW9,100-303,0-002
CUSIP,912810RJ9,100-30+,0-00+
CUSIP,912810UE6,100-30+,0-00+
CUSIP,912828YU8,100-30+,0-00+
CUSIP,91282CAY7,100-30+,0-00+
CUSIP,91282CDJ7,100-30+,0-00+
CUSIP,91282CFY2,100-30+,0-00+
CUSIP,91282CLW9,100-30+,0-00+
CUSIP,912810RJ9,100-305,0-002
CUSIP,912810UE6,100-305,0-002
CUSIP,912828YU8,100-305,0-002
CUSIP,91282CAY7,100-305,0-002
CUSIP,91282CDJ7,100-305,0-002
CUSIP,91282CFY2,100-305,0-002
CUSIP,91282CLW9,100-305,0-002
CUSIP,912810RJ9,100-306,0-00+
CUSIP,912810UE6,100-306,0-00+
CUSIP,912828YU8,100-306,0-00+
CUSIP,91282CAY7,100-306,0-00+
CUSIP,91282CDJ7,100-306,0-00+
CUSIP,91282CFY2,100-306,0-00+
CUSIP,91282CLW9,100-306,0-00+
CUSIP,912810RJ9,100-307,0-002
CUSIP,912810UE6,100-307,0-002
CUSIP,912828YU8,100-307,0-002
CUSIP,91282CAY7,100-307,0-002
CUSIP,91282CDJ7,100-307,0-002
CUSIP,91282CFY2,100-307,0-002
CUSIP,91282CLW9,100-307,0-002
CUSIP,912810RJ9,100-310,0-00+
CUSIP,912810UE6,100-310,0-00+
CUSIP,912828YU8,100-310,0-00+
CUSIP,91282CAY7,100-310,0-00+
CUSIP,91282CDJ7,100-310,0-00+
CUSIP,91282CFY2,100-310,0-00+
CUSIP,91282CLW9,100-310,0-00+
CUSIP,912810RJ9,100-311,0-002
CUSIP,912810UE6,100-311,0-002
CUSIP,912828YU8,100-311,0-002
CUSIP,91282CAY7,100-311,0-002
CUSIP,91282CDJ7,100-311,0-002
CUSIP,91282CFY2,100-311,0-002
CUSIP,91282CLW9,100-311,0-002
CUSIP,912810RJ9,100-312,0-00+
CUSIP,912810UE6,100-312,0-00+
CUSIP,912828YU8,100-312,0-00+
CUSIP,91282CAY7,100-312,0-00+
CUSIP,91282CDJ7,100-312,0-00+
CUSIP,91282CFY2,100-312,0-00+
CUSIP,91282CLW9,100-312,0-00+
CUSIP,912810RJ9,100-313,0-002
CUSIP,912810UE6,100-313,0-002
CUSIP,912828YU8,100-313,0-002
CUSIP,91282CAY7,100-313,0-002
CUSIP,91282CDJ7,100-313,0-002
CUSIP,91282CFY2,100-313,0-002
CUSIP,91282CLW9,100-313,0-002
CUSIP,912810RJ9,100-31+,0-00+
CUSIP,912810UE6,100-31+,0-00+
CUSIP,912828YU8,100-31+,0-00+
CUSIP,91282CAY7,100-31+,0-00+
CUSIP,91282CDJ7,100-31+,0-00+
CUSIP,91282CFY2,100-31+,0-00+
CUSIP,91282CLW9,100-31+,0-00+
CUSIP,912810RJ9,100-315,0-002
CUSIP,912810UE6,100-315,0-002
CUSIP,912828YU8,100-315,0-002
CUSIP,91282CAY7,100-315,0-002
CUSIP,91282CDJ7,100-315,0-002
CUSIP,91282CFY2,100-315,0-002
CUSIP,91282CLW9,100-315,0-002
CUSIP,912810RJ9,100-316,0-00+
CUSIP,912810UE6,100-316,0-00+
CUSIP,912828YU8,100-316,0-00+
CUSIP,91282CAY7,100-316,0-00+
CUSIP,91282CDJ7,100-316,0-00+
CUSIP,91282CFY2,100-316,0-00+
CUSIP,91282CLW9,100-316,0-00+
CUSIP,912810RJ9,100-317,0-002
CUSIP,912810UE6,100-317,0-002
CUSIP,912828YU8,100-317,0-002
CUSIP,91282CAY7,100-317,0-002
CUSIP,91282CDJ7,100-317,0-002
CUSIP,91282CFY2,100-317,0-002
CUSIP,91282CLW9,100-317,0-002
CUSIP,912810RJ9,101-000,0-00+
CUSIP,912810UE6,101-000,0-00+
CUSIP,912828YU8,101-000,0-00+
CUSIP,91282CAY7,101-000,0-00+
CUSIP,91282CDJ7,101-000,0-00+
CUSIP,91282CFY2,101-000,0-00+
CUSIP,91282CLW9,101-000,0-00+
CUSIP,912810RJ9,100-317,0-002
CUSIP,912810UE6,100-317,0-002
CUSIP,912828YU8,100-317,0-002
CUSIP,91282CAY7,100-317,0-002
CUSIP,91282CDJ7,100-317,0-002
CUSIP,91282CFY2,100-317,0-002
CUSIP,91282CLW9,100-317,0-002
CUSIP,912810RJ9,100-316,0-00+
CUSIP,912810UE6,100-316,0-00+
CUSIP,912828YU8,100-316,0-00+
CUSIP,91282CAY7,100-316,0-00+
CUSIP,91282CDJ7,100-316,0-00+
CUSIP,91282CFY2,100-316,0-00+
CUSIP,91282CLW9,100-316,0-00+
CUSIP,912810RJ9,100-315,0-002
CUSIP,912810UE6,100-315,0-002
CUSIP,912828YU8,100-315,0-002
CUSIP,91282CAY7,100-315,0-002
CUSIP,91282CDJ7,100-315,0-002
CUSIP,91282CFY2,100-315,0-002
CUSIP,91282CLW9,100-315,0-002
CUSIP,912810RJ9,100-31+,0-00+
CUSIP,912810UE6,100-31+,0-00+
CUSIP,912828YU8,100-31+,0-00+
CUSIP,91282CAY7,100-31+,0-00+
CUSIP,91282CDJ7,100-31+,0-00+
CUSIP,91282CFY2,100-31+,0-00+
CUSIP,91282CLW9,100-31+,0-00+
CUSIP,912810RJ9,100-313,0-002
CUSIP,912810UE6,100-313,0-002
CUSIP,912828YU8,100-313,0-002
CUSIP,91282CAY7,100-313,0-002
CUSIP,91282CDJ7,100-313,0-002
CUSIP,91282CFY2,100-313,0-002
CUSIP,91282CLW9,100-313,0-002
CUSIP,912810RJ9,100-312,0-00+
CUSIP,912810UE6,100-312,0-00+
CUSIP,912828YU8,100-312,0-00+
CUSIP,91282CAY7,100-312,0-00+
CUSIP,91282CDJ7,100-312,0-00+
CUSIP,91282CFY2,100-312,0-00+
CUSIP,91282CLW9,100-312,0-00+
CUSIP,912810RJ9,100-311,0-002
CUSIP,912810UE6,100-311,0-002
CUSIP,912828YU8,100-311,0-002
CUSIP,91282CAY7,100-311,0-002
CUSIP,91282CDJ7,100-311,0-002
CUSIP,91282CFY2,100-311,0-002
CUSIP,91282CLW9,100-311,0-002
CUSIP,912810RJ9,100-310,0-00+
CUSIP,912810UE6,100-310,0-00+
CUSIP,912828YU8,100-310,0-00+
CUSIP,91282CAY7,100-310,0-00+
CUSIP,91282CDJ7,100-310,0-00+
CUSIP,91282CFY2,100-310,0-00+
CUSIP,91282CLW9,100-310,0-00+
CUSIP,912810RJ9,100-307,0-002
CUSIP,912810UE6,100-307,0-002
CUSIP,912828YU8,100-307,0-002
CUSIP,91282CAY7,100-307,0-002
CUSIP,91282CDJ7,100-307,0-002
CUSIP,91282CFY2,100-307,0-002
CUSIP,91282CLW9,100-307,0-002
CUSIP,912810RJ9,100-306,0-00+
CUSIP,912810UE6,100-306,0-00+
CUSIP,912828YU8,100-306,0-00+
CUSIP,91282CAY7,100-306,0-00+
CUSIP,91282CDJ7,100-306,0-00+
CUSIP,91282CFY2,100-306,0-00+
CUSIP,91282CLW9,100-306,0-00+
CUSIP,912810RJ9,100-305,0-002
CUSIP,912810UE6,100-305,0-002
CUSIP,912828YU8,100-305,0-002
CUSIP,91282CAY7,100-305,0-002
CUSIP,91282CDJ7,100-305,0-002
CUSIP,91282CFY2,100-305,0-002
CUSIP,91282CLW9,100-305,0-002
CUSIP,912810RJ9,100-30+,0-00+
CUSIP,912810UE6,100-30+,0-00+
CUSIP,912828YU8,100-30+,0-00+
CUSIP,91282CAY7,100-30+,0-00+
CUSIP,91282CDJ7,100-30+,0-00+
CUSIP,91282CFY2,100-30+,0-00+
CUSIP,91282CLW9,100-30+,0-00+
CUSIP,912810RJ9,100-303,0-002
CUSIP,912810UE6,100-303,0-002
CUSIP,912828YU8,100-303,0-002
CUSIP,91282CAY7,100-303,0-002
CUSIP,91282CDJ7,100-303,0-002
CUSIP,91282CFY2,100-303,0-002
CUSIP,91282CLW9,100-303,0-002
CUSIP,912810RJ9,100-302,0-00+
CUSIP,912810UE6,100-302,0-00+
CUSIP,912828YU8,100-302,0-00+
CUSIP,91282CAY7,100-302,0-00+
CUSIP,91282CDJ7,100-302,0-00+
CUSIP,91282CFY2,100-302,0-00+
CUSIP,91282CLW9,100-302,0-00+
CUSIP,912810RJ9,100-301,0-002
CUSIP,912810UE6,100-301,0-002
CUSIP,912828YU8,100-301,0-002
CUSIP,91282CAY7,100-301,0-002
CUSIP,91282CDJ7,100-301,0-002
CUSIP,91282CFY2,100-301,0-002
CUSIP,91282CLW9,100-301,0-002
CUSIP,912810RJ9,100-300,0-00+
CUSIP,912810UE6,100-300,0-00+
CUSIP,912828YU8,100-300,0-00+
CUSIP,91282CAY7,100-300,0-00+
CUSIP,91282CDJ7,100-300,0-00+
CUSIP,91282CFY2,100-300,0-00+
CUSIP,91282CLW9,100-300,0-00+
CUSIP,912810RJ9,100-297,0-002
CUSIP,912810UE6,100-297,0-002
CUSIP,912828YU8,100-297,0-002
CUSIP,91282CAY7,100-297,0-002
CUSIP,91282CDJ7,100-297,0-002
CUSIP,91282CFY2,100-297,0-002
CUSIP,91282CLW9,100-297,0-002
CUSIP,912810RJ9,100-296,0-00+
CUSIP,912810UE6,100-296,0-00+
CUSIP,912828YU8,100-296,0-00+
CUSIP,91282CAY7,100-296,0-00+
CUSIP,91282CDJ7,100-296,0-00+
CUSIP,91282CFY2,100-296,0-00+
CUSIP,91282CLW9,100-296,0-00+
CUSIP,912810RJ9,100-295,0-002
CUSIP,912810UE6,100-295,0-002
CUSIP,912828YU8,100-295,0-002
CUSIP,91282CAY7,100-295,0-002
CUSIP,91282CDJ7,100-295,0-002
CUSIP,91282CFY2,100-295,0-002
CUSIP,91282CLW9,100-295,0-002
CUSIP,912810RJ9,100-29+,0-00+
CUSIP,912810UE6,100-29+,0-00+
CUSIP,912828YU8,100-29+,0-00+
CUSIP,91282CAY7,100-29+,0-00+
CUSIP,91282CDJ7,100-29+,0-00+
CUSIP,91282CFY2,100-29+,0-00+
CUSIP,91282CLW9,100-29+,0-00+
CUSIP,912810RJ9,100-293,0-002
CUSIP,912810UE6,100-293,0-002
CUSIP,912828YU8,100-293,0-002
CUSIP,91282CAY7,100-293,0-002
CUSIP,91282CDJ7,100-293,0-002
CUSIP,91282CFY2,100-293,0-002
CUSIP,91282CLW9,100-293,0-002
CUSIP,912810RJ9,100-292,0-00+
CUSIP,912810UE6,100-292,0-00+
CUSIP,912828YU8,100-292,0-00+
CUSIP,91282CAY7,100-292,0-00+
CUSIP,91282CDJ7,100-292,0-00+
CUSIP,91282CFY2,100-292,0-00+
CUSIP,91282CLW9,100-292,0-00+
CUSIP,912810RJ9,100-291,0-002
CUSIP,912810UE6,100-291,0-002
CUSIP,912828YU8,100-291,0-002
CUSIP,91282CAY7,100-291,0-002
CUSIP,91282CDJ7,100-291,0-002
CUSIP,91282CFY2,100-291,0-002
CUSIP,91282CLW9,100-291,0-002
CUSIP,912810RJ9,100-290,0-00+
CUSIP,912810UE6,100-290,0-00+
CUSIP,912828YU8,100-290,0-00+
CUSIP,91282CAY7,100-290,0-00+
CUSIP,91282CDJ7,100-290,0-00+
CUSIP,91282CFY2,100-290,0-00+
CUSIP,91282CLW9,100-290,0-00+
CUSIP,912810RJ9,100-287,0-002
CUSIP,912810UE6,100-287,0-002
CUSIP,912828YU8,100-287,0-002
CUSIP,91282CAY7,100-287,0-002
CUSIP,91282CDJ7,100-287,0-002
CUSIP,91282CFY2,100-287,0-002
CUSIP,91282CLW9,100-287,0-002
CUSIP,912810RJ9,100-286,0-00+
CUSIP,912810UE6,100-286,0-00+
CUSIP,912828YU8,100-286,0-00+
CUSIP,91282CAY7,100-286,0-00+
CUSIP,91282CDJ7,100-286,0-00+
CUSIP,91282CFY2,100-286,0-00+
CUSIP,91282CLW9,100-286,0-00+
CUSIP,912810RJ9,100-285,0-002
CUSIP,912810UE6,100-285,0-002
CUSIP,912828YU8,100-285,0-002
CUSIP,91282CAY7,100-285,0-002
CUSIP,91282CDJ7,100-285,0-002
CUSIP,91282CFY2,100-285,0-002
CUSIP,91282CLW9,100-285,0-002
CUSIP,912810RJ9,100-28+,0-00+
CUSIP,912810UE6,100-28+,0-00+
CUSIP,912828YU8,100-28+,0-00+
CUSIP,91282CAY7,100-28+,0-00+
CUSIP,91282CDJ7,100-28+,0-00+
CUSIP,91282CFY2,100-28+,0-00+
CUSIP,91282CLW9,100-28+,0-00+
CUSIP,912810RJ9,100-283,0-002
CUSIP,912810UE6,100-283,0-002
CUSIP,912828YU8,100-283,0-002
CUSIP,91282CAY7,100-283,0-002
CUSIP,91282CDJ7,100-283,0-002
CUSIP,91282CFY2,100-283,0-002
CUSIP,91282CLW9,100-283,0-002
CUSIP,912810RJ9,100-282,0-00+
CUSIP,912810UE6,100-282,0-00+
CUSIP,912828YU8,100-282,0-00+
CUSIP,91282CAY7,100-282,0-00+
CUSIP,91282CDJ7,100-282,0-00+
CUSIP,91282CFY2,100-282,0-00+
CUSIP,91282CLW9,100-282,0-00+
CUSIP,912810RJ9,100-281,0-002
CUSIP,912810UE6,100-281,0-002
CUSIP,912828YU8,100-281,0-002
CUSIP,91282CAY7,100-281,0-002
CUSIP,91282CDJ7,100-281,0-002
CUSIP,91282CFY2,100-281,0-002
CUSIP,91282CLW9,100-281,0-002
CUSIP,912810RJ9,100-280,0-00+
CUSIP,912810UE6,100-280,0-00+
CUSIP,912828YU8,100-280,0-00+
CUSIP,91282CAY7,100-280,0-00+
CUSIP,91282CDJ7,100-280,0-00+
CUSIP,91282CFY2,100-280,0-00+
CUSIP,91282CLW9,100-280,0-00+
CUSIP,912810RJ9,100-277,0-002
CUSIP,912810UE6,100-277,0-002
CUSIP,912828YU8,100-277,0-002
CUSIP,91282CAY7,100-277,0-002
CUSIP,91282CDJ7,100-277,0-002
CUSIP,91282CFY2,100-277,0-002
CUSIP,91282CLW9,100-277,0-002
CUSIP,912810RJ9,100-276,0-00+
CUSIP,912810UE6,100-276,0-00+
CUSIP,912828YU8,100-276,0-00+
CUSIP,91282CAY7,100-276,0-00+
CUSIP,91282CDJ7,100-276,0-00+
CUSIP,91282CFY2,100-276,0-00+
CUSIP,91282CLW9,100-276,0-00+
CUSIP,912810RJ9,100-275,0-002
CUSIP,912810UE6,100-275,0-002
CUSIP,912828YU8,100-275,0-002
CUSIP,91282CAY7,100-275,0-002
CUSIP,91282CDJ7,100-275,0-002
CUSIP,91282CFY2,100-275,0-002
CUSIP,91282CLW9,100-275,0-002
CUSIP,912810RJ9,100-27+,0-00+
CUSIP,912810UE6,100-27+,0-00+
CUSIP,912828YU8,100-27+,0-00+
CUSIP,91282CAY7,100-27+,0-00+
CUSIP,91282CDJ7,100-27+,0-00+
CUSIP,91282CFY2,100-27+,0-00+
CUSIP,91282CLW9,100-27+,0-00+
CUSIP,912810RJ9,100-273,0-002
CUSIP,912810UE6,100-273,0-002
CUSIP,912828YU8,100-273,0-002
CUSIP,91282CAY7,100-273,0-002
CUSIP,91282CDJ7,100-273,0-002
CUSIP,91282CFY2,100-273,0-002
CUSIP,91282CLW9,100-273,0-002
CUSIP,912810RJ9,100-272,0-00+
CUSIP,912810UE6,100-272,0-00+
CUSIP,912828YU8,100-272,0-00+
CUSIP,91282CAY7,100-272,0-00+
CUSIP,91282CDJ7,100-272,0-00+
CUSIP,91282CFY2,100-272,0-00+
CUSIP,91282CLW9,100-272,0-00+
CUSIP,912810RJ9,100-271,0-002
CUSIP,912810UE6,100-271,0-002
CUSIP,912828YU8,100-271,0-002
CUSIP,91282CAY7,100-271,0-002
CUSIP,91282CDJ7,100-271,0-002
CUSIP,91282CFY2,100-271,0-002
CUSIP,91282CLW9,100-271,0-002
CUSIP,912810RJ9,100-270,0-00+
CUSIP,912810UE6,100-270,0-00+
CUSIP,912828YU8,100-270,0-00+
CUSIP,91282CAY7,100-270,0-00+
CUSIP,91282CDJ7,100-270,0-00+
CUSIP,91282CFY2,100-270,0-00+
CUSIP,91282CLW9,100-270,0-00+
CUSIP,912810RJ9,100-267,0-002
CUSIP,912810UE6,100-267,0-002
CUSIP,912828YU8,100-267,0-002
CUSIP,91282CAY7,100-267,0-002
CUSIP,91282CDJ7,100-267,0-002
CUSIP,91282CFY2,100-267,0-002
CUSIP,91282CLW9,100-267,0-002
CUSIP,912810RJ9,100-266,0-00+
CUSIP,912810UE6,100-266,0-00+
CUSIP,912828YU8,100-266,0-00+
CUSIP,91282CAY7,100-266,0-00+
CUSIP,91282CDJ7,100-266,0-00+
CUSIP,91282CFY2,100-266,0-00+
CUSIP,91282CLW9,100-266,0-00+
CUSIP,912810RJ9,100-265,0-002
CUSIP,912810UE6,100-265,0-002
CUSIP,912828YU8,100-265,0-002
CUSIP,91282CAY7,100-265,0-002
CUSIP,91282CDJ7,100-265,0-002
CUSIP,91282CFY2,100-265,0-002
CUSIP,91282CLW9,100-265,0-002
CUSIP,912810RJ9,100-26+,0-00+
CUSIP,912810UE6,100-26+,0-00+
CUSIP,912828YU8,100-26+,0-00+
CUSIP,91282CAY7,100-26+,0-00+
CUSIP,91282CDJ7,100-26+,0-00+
CUSIP,91282CFY2,100-26+,0-00+
CUSIP,91282CLW9,100-26+,0-00+
CUSIP,912810RJ9,100-263,0-002
CUSIP,912810UE6,100-263,0-002
CUSIP,912828YU8,100-263,0-002
CUSIP,91282CAY7,100-263,0-002
CUSIP,91282CDJ7,100-263,0-002
CUSIP,91282CFY2,100-263,0-002
CUSIP,91282CLW9,100-263,0-002
CUSIP,912810RJ9,100-262,0-00+
CUSIP,912810UE6,100-262,0-00+
CUSIP,912828YU8,100-262,0-00+
CUSIP,91282CAY7,100-262,0-00+
CUSIP,91282CDJ7,100-262,0-00+
CUSIP,91282CFY2,100-262,0-00+
CUSIP,91282CLW9,100-262,0-00+
CUSIP,912810RJ9,100-261,0-002
CUSIP,912810UE6,100-261,0-002
CUSIP,912828YU8,100-261,0-002
CUSIP,91282CAY7,100-261,0-002
CUSIP,91282CDJ7,100-261,0-002
CUSIP,91282CFY2,100-261,0-002
CUSIP,91282CLW9,100-261,0-002
CUSIP,912810RJ9,100-260,0-00+
CUSIP,912810UE6,100-260,0-00+
CUSIP,912828YU8,100-260,0-00+
CUSIP,91282CAY7,100-260,0-00+
CUSIP,91282CDJ7,100-260,0-00+
CUSIP,91282CFY2,100-260,0-00+
CUSIP,91282CLW9,100-260,0-00+
CUSIP,912810RJ9,100-257,0-002
CUSIP,912810UE6,100-257,0-002
CUSIP,912828YU8,100-257,0-002
CUSIP,91282CAY7,100-257,0-002
CUSIP,91282CDJ7,100-257,0-002
CUSIP,91282CFY2,100-257,0-002
CUSIP,91282CLW9,100-257,0-002
CUSIP,912810RJ9,100-256,0-00+
CUSIP,912810UE6,100-256,0-00+
CUSIP,912828YU8,100-256,0-00+
CUSIP,91282CAY7,100-256,0-00+
CUSIP,91282CDJ7,100-256,0-00+
CUSIP,91282CFY2,100-256,0-00+
CUSIP,91282CLW9,100-256,0-00+
CUSIP,912810RJ9,100-255,0-002
CUSIP,912810UE6,100-255,0-002
CUSIP,912828YU8,100-255,0-002
CUSIP,91282CAY7,100-255,0-002
CUSIP,91282CDJ7,100-255,0-002
CUSIP,91282CFY2,100-255,0-002
CUSIP,91282CLW9,100-255,0-002
CUSIP,912810RJ9,100-25+,0-00+
CUSIP,912810UE6,100-25+,0-00+
CUSIP,912828YU8,100-25+,0-00+
CUSIP,91282CAY7,100-25+,0-00+
CUSIP,91282CDJ7,100-25+,0-00+
CUSIP,91282CFY2,100-25+,0-00+
CUSIP,91282CLW9,100-25+,0-00+
CUSIP,912810RJ9,100-253,0-002
CUSIP,912810UE6,100-253,0-002
CUSIP,912828YU8,100-253,0-002
CUSIP,91282CAY7,100-253,0-002
CUSIP,91282CDJ7,100-253,0-002
CUSIP,91282CFY2,100-253,0-002
CUSIP,91282CLW9,100-253,0-002
CUSIP,912810RJ9,100-252,0-00+
CUSIP,912810UE6,100-252,0-00+
CUSIP,912828YU8,100-252,0-00+
CUSIP,91282CAY7,100-252,0-00+
CUSIP,91282CDJ7,100-252,0-00+
CUSIP,91282CFY2,100-252,0-00+
CUSIP,91282CLW9,100-252,0-00+
CUSIP,912810RJ9,100-251,0-002
CUSIP,912810UE6,100-251,0-002
CUSIP,912828YU8,100-251,0-002
CUSIP,91282CAY7,100-251,0-002
CUSIP,91282CDJ7,100-251,0-002
CUSIP,91282CFY2,100-251,0-002
CUSIP,91282CLW9,100-251,0-002
CUSIP,912810RJ9,100-250,0-00+
CUSIP,912810UE6,100-250,0-00+
CUSIP,912828YU8,100-250,0-00+
CUSIP,91282CAY7,100-250,0-00+
CUSIP,91282CDJ7,100-250,0-00+
CUSIP,91282CFY2,100-250,0-00+
CUSIP,91282CLW9,100-250,0-00+
CUSIP,912810RJ9,100-247,0-002
CUSIP,912810UE6,100-247,0-002
CUSIP,912828YU8,100-247,0-002
CUSIP,91282CAY7,100-247,0-002
CUSIP,91282CDJ7,100-247,0-002
CUSIP,91282CFY2,100-247,0-002
CUSIP,91282CLW9,100-247,0-002
CUSIP,912810RJ9,100-246,0-00+
CUSIP,912810UE6,100-246,0-00+
CUSIP,912828YU8,100-246,0-00+
CUSIP,91282CAY7,100-246,0-00+
CUSIP,91282CDJ7,100-246,0-00+
CUSIP,91282CFY2,100-246,0-00+
CUSIP,91282CLW9,100-246,0-00+
CUSIP,912810RJ9,100-245,0-002
CUSIP,912810UE6,100-245,0-002
CUSIP,912828YU8,100-245,0-002
CUSIP,91282CAY7,100-245,0-002
CUSIP,91282CDJ7,100-245,0-002
CUSIP,91282CFY2,100-245,0-002
CUSIP,91282CLW9,100-245,0-002
CUSIP,912810RJ9,100-24+,0-00+
CUSIP,912810UE6,100-24+,0-00+
CUSIP,912828YU8,100-24+,0-00+
CUSIP,91282CAY7,100-24+,0-00+
CUSIP,91282CDJ7,100-24+,0-00+
CUSIP,91282CFY2,100-24+,0-00+
CUSIP,91282CLW9,100-24+,0-00+
CUSIP,912810RJ9,100-243,0-002
CUSIP,912810UE6,100-243,0-002
CUSIP,912828YU8,100-243,0-002
CUSIP,91282CAY7,100-243,0-002
CUSIP,91282CDJ7,100-243,0-002
CUSIP,91282CFY2,100-243,0-002
CUSIP,91282CLW9,100-243,0-002
CUSIP,912810RJ9,100-242,0-00+
CUSIP,912810UE6,100-242,0-00+
CUSIP,912828YU8,100-242,0-00+
CUSIP,91282CAY7,100-242,0-00+
CUSIP,91282CDJ7,100-242,0-00+
CUSIP,91282CFY2,100-242,0-00+
CUSIP,91282CLW9,100-242,0-00+
CUSIP,912810RJ9,100-241,0-002
CUSIP,912810UE6,100-241,0-002
CUSIP,912828YU8,100-241,0-002
CUSIP,91282CAY7,100-241,0-002
CUSIP,91282CDJ7,100-241,0-002
CUSIP,91282CFY2,100-241,0-002
CUSIP,91282CLW9,100-241,0-002
CUSIP,912810RJ9,100-240,0-00+
CUSIP,912810UE6,100-240,0-00+
CUSIP,912828YU8,100-240,0-00+
CUSIP,91282CAY7,100-240,0-00+
CUSIP,91282CDJ7,100-240,0-00+
CUSIP,91282CFY2,100-240,0-00+
CUSIP,91282CLW9,100-240,0-00+
CUSIP,912810RJ9,100-237,0-002
CUSIP,912810UE6,100-237,0-002
CUSIP,912828YU8,100-237,0-002
CUSIP,91282CAY7,100-237,0-002
CUSIP,91282CDJ7,100-237,0-002
CUSIP,91282CFY2,100-237,0-002
CUSIP,91282CLW9,100-237,0-002
CUSIP,912810RJ9,100-236,0-00+
CUSIP,912810UE6,100-236,0-00+
CUSIP,912828YU8,100-236,0-00+
CUSIP,91282CAY7,100-236,0-00+
CUSIP,91282CDJ7,100-236,0-00+
CUSIP,91282CFY2,100-236,0-00+
CUSIP,91282CLW9,100-236,0-00+
CUSIP,912810RJ9,100-235,0-002
CUSIP,912810UE6,100-235,0-002
CUSIP,912828YU8,100-235,0-002
CUSIP,91282CAY7,100-235,0-002
CUSIP,91282CDJ7,100-235,0-002
CUSIP,91282CFY2,100-235,0-002
CUSIP,91282CLW9,100-235,0-002
CUSIP,912810RJ9,100-23+,0-00+
CUSIP,912810UE6,100-23+,0-00+
CUSIP,912828YU8,100-23+,0-00+
CUSIP,91282CAY7,100-23+,0-00+
CUSIP,91282CDJ7,100-23+,0-00+
CUSIP,91282CFY2,100-23+,0-00+
CUSIP,91282CLW9,100-23+,0-00+
CUSIP,912810RJ9,100-233,0-002
CUSIP,912810UE6,100-233,0-002
CUSIP,912828YU8,100-233,0-002
CUSIP,91282CAY7,100-233,0-002
CUSIP,91282CDJ7,100-233,0-002
CUSIP,91282CFY2,100-233,0-002
CUSIP,91282CLW9,100-233,0-002
CUSIP,912810RJ9,100-232,0-00+
CUSIP,912810UE6,100-232,0-00+
CUSIP,912828YU8,100-232,0-00+
CUSIP,91282CAY7,100-232,0-00+
CUSIP,91282CDJ7,100-232,0-00+
CUSIP,91282CFY2,100-232,0-00+
CUSIP,91282CLW9,100-232,0-00+
CUSIP,912810RJ9,100-231,0-002
CUSIP,912810UE6,100-231,0-002
CUSIP,912828YU8,100-231,0-002
CUSIP,91282CAY7,100-231,0-002
CUSIP,91282CDJ7,100-231,0-002
CUSIP,91282CFY2,100-231,0-002
CUSIP,91282CLW9,100-231,0-002
CUSIP,912810RJ9,100-230,0-00+
CUSIP,912810UE6,100-230,0-00+
CUSIP,912828YU8,100-230,0-00+
CUSIP,91282CAY7,100-230,0-00+
CUSIP,91282CDJ7,100-230,0-00+
CUSIP,91282CFY2,100-230,0-00+
CUSIP,91282CLW9,100-230,0-00+
CUSIP,912810RJ9,100-227,0-002
CUSIP,912810UE6,100-227,0-002
CUSIP,912828YU8,100-227,0-002
CUSIP,91282CAY7,100-227,0-002
CUSIP,91282CDJ7,100-227,0-002
CUSIP,91282CFY2,100-227,0-002
CUSIP,91282CLW9,100-227,0-002
CUSIP,912810RJ9,100-226,0-00+
CUSIP,912810UE6,100-226,0-00+
CUSIP,912828YU8,100-226,0-00+
CUSIP,91282CAY7,100-226,0-00+
CUSIP,91282CDJ7,100-226,0-00+
CUSIP,91282CFY2,100-226,0-00+
CUSIP,91282CLW9,100-226,0-00+
CUSIP,912810RJ9,100-225,0-002
CUSIP,912810UE6,100-225,0-002
CUSIP,912828YU8,100-225,0-002
CUSIP,91282CAY7,100-225,0-002
CUSIP,91282CDJ7,100-225,0-002
CUSIP,91282CFY2,100-225,0-002
CUSIP,91282CLW9,100-225,0-002
CUSIP,912810RJ9,100-22+,0-00+
CUSIP,912810UE6,100-22+,0-00+
CUSIP,912828YU8,100-22+,0-00+
CUSIP,91282CAY7,100-22+,0-00+
CUSIP,91282CDJ7,100-22+,0-00+
CUSIP,91282CFY2,100-22+,0-00+
CUSIP,91282CLW9,100-22+,0-00+
CUSIP,912810RJ9,100-223,0-002
CUSIP,912810UE6,100-223,0-002
CUSIP,912828YU8,100-223,0-002
CUSIP,91282CAY7,100-223,0-002
CUSIP,91282CDJ7,100-223,0-002
CUSIP,91282CFY2,100-223,0-002
CUSIP,91282CLW9,100-223,0-002
CUSIP,912810RJ9,100-222,0-00+
CUSIP,912810UE6,100-222,0-00+
CUSIP,912828YU8,100-222,0-00+
CUSIP,91282CAY7,100-222,0-00+
CUSIP,91282CDJ7,100-222,0-00+
CUSIP,91282CFY2,100-222,0-00+
CUSIP,91282CLW9,100-222,0-00+
CUSIP,912810RJ9,100-221,0-002
