BondIDType,BondID,Price,Spread1,Spread2,Spread3,Spread4,Spread5,Size1,Size2,Size3,Size4,Size5
CUSIP,91282CFY2,100-226,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-226,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-225,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-225,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-225,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-225,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-225,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-225,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-225,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-22+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-22+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-22+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-22+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-22+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-22+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-22+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-223,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-223,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-223,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-223,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-223,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-223,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-223,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-222,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-222,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-222,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-222,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-222,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-222,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-222,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-221,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-221,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-221,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-221,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-221,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-221,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-221,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-220,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-220,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-220,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-220,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-220,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-220,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-220,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-217,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-217,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-217,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-217,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-217,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-217,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-217,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-216,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-216,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-216,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-216,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-216,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-216,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-216,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-215,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-215,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-215,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-215,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-215,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-215,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-215,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-21+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-21+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-21+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-21+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-21+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-21+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-21+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-213,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-213,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-213,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-213,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-213,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-213,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-213,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-212,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-212,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-212,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-212,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-212,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-212,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-212,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-211,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-211,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-211,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-211,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-211,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-211,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-211,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-210,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-210,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-210,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-210,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-210,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-210,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-210,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-207,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-207,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-207,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-207,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-207,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-207,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-207,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-206,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-206,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-206,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-206,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-206,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-206,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-206,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-205,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-205,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-205,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-205,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-205,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-205,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-205,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-20+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-20+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-20+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-20+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-20+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-20+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-20+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-203,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-203,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-203,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-203,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-203,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-203,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-203,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-202,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-202,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-202,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-202,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-202,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-202,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-202,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-201,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-201,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-201,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-201,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-201,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-201,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-201,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-200,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-200,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-200,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-200,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-200,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-200,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-200,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-197,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-197,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-197,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-197,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-197,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-197,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-197,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-196,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-196,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-196,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-196,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-196,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-196,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-196,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-195,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-195,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-195,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-195,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-195,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-195,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-195,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-19+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-19+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-19+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-19+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-19+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-19+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-19+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-193,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-193,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-193,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-193,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-193,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-193,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-193,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-192,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-192,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-192,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-192,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-192,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-192,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-192,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-191,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-191,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-191,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-191,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-191,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-191,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-191,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-190,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-190,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-190,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-190,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-190,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-190,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-190,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-187,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-187,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-187,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-187,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-187,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-187,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-187,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-186,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-186,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-186,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-186,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-186,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-186,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-186,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-185,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-185,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-185,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-185,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-185,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-185,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-185,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-18+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-18+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-18+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-18+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-18+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
